Code du département,Libellé du département,Code du canton,Libellé du canton,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp
09,Ariège,007,Pamiers-1,8374,1896,22.64,6478,77.36,628,7.5,9.69,334,3.99,5.16,5516,65.87,85.15,1,M,MACRON,Emmanuel,3201,38.23,58.03,2,F,LE PEN,Marine,2315,27.65,41.97
09,Ariège,008,Pamiers-2,9306,1966,21.13,7340,78.87,794,8.53,10.82,296,3.18,4.03,6250,67.16,85.15,1,M,MACRON,Emmanuel,3576,38.43,57.22,2,F,LE PEN,Marine,2674,28.73,42.78
09,Ariège,009,Pays d'Olmes,10304,2722,26.42,7582,73.58,853,8.28,11.25,342,3.32,4.51,6387,61.99,84.24,1,M,MACRON,Emmanuel,3510,34.06,54.96,2,F,LE PEN,Marine,2877,27.92,45.04
09,Ariège,010,Portes d'Ariège,10047,2153,21.43,7894,78.57,774,7.7,9.8,358,3.56,4.54,6762,67.3,85.66,1,M,MACRON,Emmanuel,3650,36.33,53.98,2,F,LE PEN,Marine,3112,30.97,46.02
09,Ariège,011,Portes du Couserans,7639,1609,21.06,6030,78.94,674,8.82,11.18,322,4.22,5.34,5034,65.9,83.48,1,M,MACRON,Emmanuel,3282,42.96,65.2,2,F,LE PEN,Marine,1752,22.93,34.8
09,Ariège,012,Sabarthès,9336,1891,20.25,7445,79.75,900,9.64,12.09,380,4.07,5.1,6165,66.03,82.81,1,M,MACRON,Emmanuel,4042,43.29,65.56,2,F,LE PEN,Marine,2123,22.74,34.44
09,Ariège,013,Val d'Ariège,11131,2392,21.49,8739,78.51,973,8.74,11.13,397,3.57,4.54,7369,66.2,84.32,1,M,MACRON,Emmanuel,4722,42.42,64.08,2,F,LE PEN,Marine,2647,23.78,35.92
10,Aube,001,Aix-en-Othe,13384,2587,19.33,10797,80.67,978,7.31,9.06,323,2.41,2.99,9496,70.95,87.95,1,M,MACRON,Emmanuel,4692,35.06,49.41,2,F,LE PEN,Marine,4804,35.89,50.59
10,Aube,002,Arcis-sur-Aube,10535,2062,19.57,8473,80.43,751,7.13,8.86,225,2.14,2.66,7497,71.16,88.48,1,M,MACRON,Emmanuel,3395,32.23,45.28,2,F,LE PEN,Marine,4102,38.94,54.72
10,Aube,003,Bar-sur-Aube,10604,2407,22.7,8197,77.3,767,7.23,9.36,238,2.24,2.9,7192,67.82,87.74,1,M,MACRON,Emmanuel,3390,31.97,47.14,2,F,LE PEN,Marine,3802,35.85,52.86
10,Aube,004,Bar-sur-Seine,12416,2544,20.49,9872,79.51,886,7.14,8.97,318,2.56,3.22,8668,69.81,87.8,1,M,MACRON,Emmanuel,4117,33.16,47.5,2,F,LE PEN,Marine,4551,36.65,52.5
10,Aube,005,Brienne-le-Château,10843,2097,19.34,8746,80.66,823,7.59,9.41,237,2.19,2.71,7686,70.88,87.88,1,M,MACRON,Emmanuel,3597,33.17,46.8,2,F,LE PEN,Marine,4089,37.71,53.2
10,Aube,006,Creney-près-Troyes,12959,2320,17.9,10639,82.1,952,7.35,8.95,266,2.05,2.5,9421,72.7,88.55,1,M,MACRON,Emmanuel,4617,35.63,49.01,2,F,LE PEN,Marine,4804,37.07,50.99
10,Aube,007,Nogent-sur-Seine,10764,2299,21.36,8465,78.64,826,7.67,9.76,265,2.46,3.13,7374,68.51,87.11,1,M,MACRON,Emmanuel,3453,32.08,46.83,2,F,LE PEN,Marine,3921,36.43,53.17
10,Aube,008,Les Riceys,11261,2131,18.92,9130,81.08,838,7.44,9.18,311,2.76,3.41,7981,70.87,87.42,1,M,MACRON,Emmanuel,3973,35.28,49.78,2,F,LE PEN,Marine,4008,35.59,50.22
10,Aube,009,Romilly-sur-Seine,11609,3186,27.44,8423,72.56,657,5.66,7.8,306,2.64,3.63,7460,64.26,88.57,1,M,MACRON,Emmanuel,3867,33.31,51.84,2,F,LE PEN,Marine,3593,30.95,48.16
10,Aube,010,Saint-André-les-Vergers,15957,3833,24.02,12124,75.98,995,6.24,8.21,335,2.1,2.76,10794,67.64,89.03,1,M,MACRON,Emmanuel,6927,43.41,64.17,2,F,LE PEN,Marine,3867,24.23,35.83
10,Aube,011,Saint-Lyé,11838,2191,18.51,9647,81.49,893,7.54,9.26,272,2.3,2.82,8482,71.65,87.92,1,M,MACRON,Emmanuel,4206,35.53,49.59,2,F,LE PEN,Marine,4276,36.12,50.41
10,Aube,012,Troyes-1,9238,2624,28.4,6614,71.6,525,5.68,7.94,198,2.14,2.99,5891,63.77,89.07,1,M,MACRON,Emmanuel,4118,44.58,69.9,2,F,LE PEN,Marine,1773,19.19,30.1
10,Aube,013,Troyes-2,13295,3505,26.36,9790,73.64,755,5.68,7.71,295,2.22,3.01,8740,65.74,89.27,1,M,MACRON,Emmanuel,5711,42.96,65.34,2,F,LE PEN,Marine,3029,22.78,34.66
10,Aube,014,Troyes-3,10470,2821,26.94,7649,73.06,533,5.09,6.97,221,2.11,2.89,6895,65.85,90.14,1,M,MACRON,Emmanuel,4377,41.81,63.48,2,F,LE PEN,Marine,2518,24.05,36.52
10,Aube,015,Troyes-4,13490,3374,25.01,10116,74.99,794,5.89,7.85,241,1.79,2.38,9081,67.32,89.77,1,M,MACRON,Emmanuel,5644,41.84,62.15,2,F,LE PEN,Marine,3437,25.48,37.85
10,Aube,016,Troyes-5,8850,2596,29.33,6254,70.67,509,5.75,8.14,113,1.28,1.81,5632,63.64,90.05,1,M,MACRON,Emmanuel,3752,42.4,66.62,2,F,LE PEN,Marine,1880,21.24,33.38
10,Aube,017,Vendeuvre-sur-Barse,16287,3093,18.99,13194,81.01,1180,7.25,8.94,314,1.93,2.38,11700,71.84,88.68,1,M,MACRON,Emmanuel,5974,36.68,51.06,2,F,LE PEN,Marine,5726,35.16,48.94
11,Aude,001,La Piège au Razès,14913,2789,18.7,12124,81.3,1206,8.09,9.95,464,3.11,3.83,10454,70.1,86.23,1,M,MACRON,Emmanuel,5888,39.48,56.32,2,F,LE PEN,Marine,4566,30.62,43.68
11,Aude,002,Carcassonne-1,10115,2627,25.97,7488,74.03,635,6.28,8.48,279,2.76,3.73,6574,64.99,87.79,1,M,MACRON,Emmanuel,3980,39.35,60.54,2,F,LE PEN,Marine,2594,25.65,39.46
11,Aude,003,Carcassonne-2,14594,3151,21.59,11443,78.41,991,6.79,8.66,425,2.91,3.71,10027,68.71,87.63,1,M,MACRON,Emmanuel,5931,40.64,59.15,2,F,LE PEN,Marine,4096,28.07,40.85
11,Aude,004,Carcassonne-3,14535,3417,23.51,11118,76.49,1003,6.9,9.02,413,2.84,3.71,9702,66.75,87.26,1,M,MACRON,Emmanuel,5621,38.67,57.94,2,F,LE PEN,Marine,4081,28.08,42.06
11,Aude,005,Le Bassin chaurien,15231,3302,21.68,11929,78.32,1031,6.77,8.64,423,2.78,3.55,10475,68.77,87.81,1,M,MACRON,Emmanuel,6213,40.79,59.31,2,F,LE PEN,Marine,4262,27.98,40.69
11,Aude,006,Les Basses Plaines de l'Aude,17352,4009,23.1,13343,76.9,1327,7.65,9.95,458,2.64,3.43,11558,66.61,86.62,1,M,MACRON,Emmanuel,5782,33.32,50.03,2,F,LE PEN,Marine,5776,33.29,49.97
11,Aude,007,Les Corbières,12836,2671,20.81,10165,79.19,1139,8.87,11.21,490,3.82,4.82,8536,66.5,83.97,1,M,MACRON,Emmanuel,4914,38.28,57.57,2,F,LE PEN,Marine,3622,28.22,42.43
11,Aude,008,Le Lézignanais,11339,2669,23.54,8670,76.46,777,6.85,8.96,353,3.11,4.07,7540,66.5,86.97,1,M,MACRON,Emmanuel,3692,32.56,48.97,2,F,LE PEN,Marine,3848,33.94,51.03
11,Aude,009,La Région Limouxine,14129,2979,21.08,11150,78.92,1074,7.6,9.63,517,3.66,4.64,9559,67.66,85.73,1,M,MACRON,Emmanuel,5528,39.13,57.83,2,F,LE PEN,Marine,4031,28.53,42.17
11,Aude,010,La Malepère à la Montagne Noire,12546,2282,18.19,10264,81.81,942,7.51,9.18,336,2.68,3.27,8986,71.62,87.55,1,M,MACRON,Emmanuel,4938,39.36,54.95,2,F,LE PEN,Marine,4048,32.27,45.05
11,Aude,011,Narbonne-1,17013,4304,25.3,12709,74.7,1183,6.95,9.31,476,2.8,3.75,11050,64.95,86.95,1,M,MACRON,Emmanuel,6042,35.51,54.68,2,F,LE PEN,Marine,5008,29.44,45.32
11,Aude,012,Narbonne-2,16307,4741,29.07,11566,70.93,1127,6.91,9.74,454,2.78,3.93,9985,61.23,86.33,1,M,MACRON,Emmanuel,5672,34.78,56.81,2,F,LE PEN,Marine,4313,26.45,43.19
11,Aude,013,Narbonne-3,14723,4082,27.73,10641,72.27,1063,7.22,9.99,413,2.81,3.88,9165,62.25,86.13,1,M,MACRON,Emmanuel,5470,37.15,59.68,2,F,LE PEN,Marine,3695,25.1,40.32
11,Aude,014,La Haute-Vallée de l'Aude,14783,3655,24.72,11128,75.28,1327,8.98,11.92,571,3.86,5.13,9230,62.44,82.94,1,M,MACRON,Emmanuel,5535,37.44,59.97,2,F,LE PEN,Marine,3695,24.99,40.03
11,Aude,015,Le Haut-Minervois,11394,2480,21.77,8914,78.23,885,7.77,9.93,349,3.06,3.92,7680,67.4,86.16,1,M,MACRON,Emmanuel,4227,37.1,55.04,2,F,LE PEN,Marine,3453,30.31,44.96
11,Aude,016,Le Sud-Minervois,17191,3480,20.24,13711,79.76,1339,7.79,9.77,572,3.33,4.17,11800,68.64,86.06,1,M,MACRON,Emmanuel,5996,34.88,50.81,2,F,LE PEN,Marine,5804,33.76,49.19
11,Aude,017,Les Corbières Méditerranée,19590,4434,22.63,15156,77.37,1294,6.61,8.54,563,2.87,3.71,13299,67.89,87.75,1,M,MACRON,Emmanuel,6352,32.42,47.76,2,F,LE PEN,Marine,6947,35.46,52.24
11,Aude,018,La Montagne d'Alaric,11638,2411,20.72,9227,79.28,878,7.54,9.52,357,3.07,3.87,7992,68.67,86.62,1,M,MACRON,Emmanuel,4200,36.09,52.55,2,F,LE PEN,Marine,3792,32.58,47.45
11,Aude,019,La Vallée de l'Orbiel,12414,2347,18.91,10067,81.09,956,7.7,9.5,370,2.98,3.68,8741,70.41,86.83,1,M,MACRON,Emmanuel,4920,39.63,56.29,2,F,LE PEN,Marine,3821,30.78,43.71
12,Aveyron,001,Aubrac et Carladez,8659,1681,19.41,6978,80.59,710,8.2,10.17,244,2.82,3.5,6024,69.57,86.33,1,M,MACRON,Emmanuel,4044,46.7,67.13,2,F,LE PEN,Marine,1980,22.87,32.87
12,Aveyron,002,Aveyron et Tarn,9152,1744,19.06,7408,80.94,636,6.95,8.59,383,4.18,5.17,6389,69.81,86.24,1,M,MACRON,Emmanuel,4723,51.61,73.92,2,F,LE PEN,Marine,1666,18.2,26.08
12,Aveyron,003,Causse-Comtal,9485,1648,17.37,7837,82.63,688,7.25,8.78,257,2.71,3.28,6892,72.66,87.94,1,M,MACRON,Emmanuel,5254,55.39,76.23,2,F,LE PEN,Marine,1638,17.27,23.77
12,Aveyron,004,Causses-Rougiers,10379,2138,20.6,8241,79.4,862,8.31,10.46,358,3.45,4.34,7021,67.65,85.2,1,M,MACRON,Emmanuel,4829,46.53,68.78,2,F,LE PEN,Marine,2192,21.12,31.22
12,Aveyron,005,Ceor-Ségala,11331,2093,18.47,9238,81.53,752,6.64,8.14,389,3.43,4.21,8097,71.46,87.65,1,M,MACRON,Emmanuel,6021,53.14,74.36,2,F,LE PEN,Marine,2076,18.32,25.64
12,Aveyron,006,Enne et Alzou,10657,2335,21.91,8322,78.09,952,8.93,11.44,439,4.12,5.28,6931,65.04,83.29,1,M,MACRON,Emmanuel,5026,47.16,72.51,2,F,LE PEN,Marine,1905,17.88,27.49
12,Aveyron,007,Lot et Dourdou,10557,2457,23.27,8100,76.73,793,7.51,9.79,435,4.12,5.37,6872,65.09,84.84,1,M,MACRON,Emmanuel,5043,47.77,73.38,2,F,LE PEN,Marine,1829,17.32,26.62
12,Aveyron,008,Lot et Montbazinois,9205,1796,19.51,7409,80.49,788,8.56,10.64,330,3.59,4.45,6291,68.34,84.91,1,M,MACRON,Emmanuel,4644,50.45,73.82,2,F,LE PEN,Marine,1647,17.89,26.18
12,Aveyron,009,Lot et Palanges,8270,1529,18.49,6741,81.51,651,7.87,9.66,230,2.78,3.41,5860,70.86,86.93,1,M,MACRON,Emmanuel,4029,48.72,68.75,2,F,LE PEN,Marine,1831,22.14,31.25
12,Aveyron,010,Lot et Truyère,8362,1732,20.71,6630,79.29,670,8.01,10.11,229,2.74,3.45,5731,68.54,86.44,1,M,MACRON,Emmanuel,4026,48.15,70.25,2,F,LE PEN,Marine,1705,20.39,29.75
12,Aveyron,011,Millau-1,11984,2543,21.22,9441,78.78,963,8.04,10.2,433,3.61,4.59,8045,67.13,85.21,1,M,MACRON,Emmanuel,5755,48.02,71.54,2,F,LE PEN,Marine,2290,19.11,28.46
12,Aveyron,012,Millau-2,10315,2746,26.62,7569,73.38,782,7.58,10.33,331,3.21,4.37,6456,62.59,85.3,1,M,MACRON,Emmanuel,4366,42.33,67.63,2,F,LE PEN,Marine,2090,20.26,32.37
12,Aveyron,013,Monts du Réquistanais,8992,1465,16.29,7527,83.71,632,7.03,8.4,327,3.64,4.34,6568,73.04,87.26,1,M,MACRON,Emmanuel,4659,51.81,70.93,2,F,LE PEN,Marine,1909,21.23,29.07
12,Aveyron,014,Nord-Lévezou,10155,1527,15.04,8628,84.96,792,7.8,9.18,322,3.17,3.73,7514,73.99,87.09,1,M,MACRON,Emmanuel,5736,56.48,76.34,2,F,LE PEN,Marine,1778,17.51,23.66
12,Aveyron,015,Raspes et Lévezou,9098,1488,16.36,7610,83.64,666,7.32,8.75,318,3.5,4.18,6626,72.83,87.07,1,M,MACRON,Emmanuel,4544,49.95,68.58,2,F,LE PEN,Marine,2082,22.88,31.42
12,Aveyron,016,Rodez-1,6771,1642,24.25,5129,75.75,417,6.16,8.13,169,2.5,3.29,4543,67.09,88.57,1,M,MACRON,Emmanuel,3532,52.16,77.75,2,F,LE PEN,Marine,1011,14.93,22.25
12,Aveyron,017,Rodez-2,8217,1930,23.49,6287,76.51,514,6.26,8.18,212,2.58,3.37,5561,67.68,88.45,1,M,MACRON,Emmanuel,4534,55.18,81.53,2,F,LE PEN,Marine,1027,12.5,18.47
12,Aveyron,018,Rodez-Onet,9485,1970,20.77,7515,79.23,693,7.31,9.22,253,2.67,3.37,6569,69.26,87.41,1,M,MACRON,Emmanuel,5174,54.55,78.76,2,F,LE PEN,Marine,1395,14.71,21.24
12,Aveyron,019,Saint-Affrique,9499,1804,18.99,7695,81.01,852,8.97,11.07,394,4.15,5.12,6449,67.89,83.81,1,M,MACRON,Emmanuel,4547,47.87,70.51,2,F,LE PEN,Marine,1902,20.02,29.49
12,Aveyron,020,Tarn et Causses,8684,1602,18.45,7082,81.55,792,9.12,11.18,290,3.34,4.09,6000,69.09,84.72,1,M,MACRON,Emmanuel,4120,47.44,68.67,2,F,LE PEN,Marine,1880,21.65,31.33
12,Aveyron,021,Vallon,9831,1707,17.36,8124,82.64,757,7.7,9.32,323,3.29,3.98,7044,71.65,86.71,1,M,MACRON,Emmanuel,5443,55.37,77.27,2,F,LE PEN,Marine,1601,16.29,22.73
12,Aveyron,022,Villefranche-de-Rouergue,10154,2687,26.46,7467,73.54,672,6.62,9,306,3.01,4.1,6489,63.91,86.9,1,M,MACRON,Emmanuel,4836,47.63,74.53,2,F,LE PEN,Marine,1653,16.28,25.47
12,Aveyron,023,Villeneuvois et Villefranchois,8855,1587,17.92,7268,82.08,681,7.69,9.37,381,4.3,5.24,6206,70.08,85.39,1,M,MACRON,Emmanuel,4455,50.31,71.79,2,F,LE PEN,Marine,1751,19.77,28.21
13,Bouches-du-Rhône,001,Aix-en-Provence-1,49829,12042,24.17,37787,75.83,2881,5.78,7.62,823,1.65,2.18,34083,68.4,90.2,1,M,MACRON,Emmanuel,25927,52.03,76.07,2,F,LE PEN,Marine,8156,16.37,23.93
13,Bouches-du-Rhône,002,Aix-en-Provence-2,42134,11531,27.37,30603,72.63,2223,5.28,7.26,750,1.78,2.45,27630,65.58,90.29,1,M,MACRON,Emmanuel,19487,46.25,70.53,2,F,LE PEN,Marine,8143,19.33,29.47
13,Bouches-du-Rhône,003,Allauch,57161,12569,21.99,44592,78.01,4062,7.11,9.11,1069,1.87,2.4,39461,69.03,88.49,1,M,MACRON,Emmanuel,19647,34.37,49.79,2,F,LE PEN,Marine,19814,34.66,50.21
13,Bouches-du-Rhône,004,Arles,46111,12020,26.07,34091,73.93,2829,6.14,8.3,1372,2.98,4.02,29890,64.82,87.68,1,M,MACRON,Emmanuel,16012,34.72,53.57,2,F,LE PEN,Marine,13878,30.1,46.43
13,Bouches-du-Rhône,005,Aubagne,44739,11364,25.4,33375,74.6,2958,6.61,8.86,956,2.14,2.86,29461,65.85,88.27,1,M,MACRON,Emmanuel,15918,35.58,54.03,2,F,LE PEN,Marine,13543,30.27,45.97
13,Bouches-du-Rhône,006,Berre-l'Etang,54689,12367,22.61,42322,77.39,3834,7.01,9.06,1114,2.04,2.63,37374,68.34,88.31,1,M,MACRON,Emmanuel,19165,35.04,51.28,2,F,LE PEN,Marine,18209,33.3,48.72
13,Bouches-du-Rhône,007,Châteaurenard,53128,12132,22.84,40996,77.16,3458,6.51,8.43,1367,2.57,3.33,36171,68.08,88.23,1,M,MACRON,Emmanuel,16741,31.51,46.28,2,F,LE PEN,Marine,19430,36.57,53.72
13,Bouches-du-Rhône,008,La Ciotat,59271,14643,24.71,44628,75.29,4105,6.93,9.2,1264,2.13,2.83,39259,66.24,87.97,1,M,MACRON,Emmanuel,21562,36.38,54.92,2,F,LE PEN,Marine,17697,29.86,45.08
13,Bouches-du-Rhône,009,Gardanne,51586,13648,26.46,37938,73.54,3201,6.21,8.44,1101,2.13,2.9,33636,65.2,88.66,1,M,MACRON,Emmanuel,16631,32.24,49.44,2,F,LE PEN,Marine,17005,32.96,50.56
13,Bouches-du-Rhône,010,Istres,47959,11395,23.76,36564,76.24,3405,7.1,9.31,1479,3.08,4.04,31680,66.06,86.64,1,M,MACRON,Emmanuel,14892,31.05,47.01,2,F,LE PEN,Marine,16788,35,52.99
13,Bouches-du-Rhône,011,Marignane,62770,15433,24.59,47337,75.41,4311,6.87,9.11,723,1.15,1.53,42303,67.39,89.37,1,M,MACRON,Emmanuel,18650,29.71,44.09,2,F,LE PEN,Marine,23653,37.68,55.91
13,Bouches-du-Rhône,012,Marseille-1,39225,12340,31.46,26885,68.54,1892,4.82,7.04,679,1.73,2.53,24314,61.99,90.44,1,M,MACRON,Emmanuel,18775,47.86,77.22,2,F,LE PEN,Marine,5539,14.12,22.78
13,Bouches-du-Rhône,013,Marseille-2,29744,10873,36.56,18871,63.44,1118,3.76,5.92,364,1.22,1.93,17389,58.46,92.15,1,M,MACRON,Emmanuel,13072,43.95,75.17,2,F,LE PEN,Marine,4317,14.51,24.83
13,Bouches-du-Rhône,014,Marseille-3,30604,11343,37.06,19261,62.94,1047,3.42,5.44,429,1.4,2.23,17785,58.11,92.34,1,M,MACRON,Emmanuel,11125,36.35,62.55,2,F,LE PEN,Marine,6660,21.76,37.45
13,Bouches-du-Rhône,015,Marseille-4,32135,12255,38.14,19880,61.86,1039,3.23,5.23,341,1.06,1.72,18500,57.57,93.06,1,M,MACRON,Emmanuel,11679,36.34,63.13,2,F,LE PEN,Marine,6821,21.23,36.87
13,Bouches-du-Rhône,016,Marseille-5,36087,12360,34.25,23727,65.75,1414,3.92,5.96,536,1.49,2.26,21777,60.35,91.78,1,M,MACRON,Emmanuel,13710,37.99,62.96,2,F,LE PEN,Marine,8067,22.35,37.04
13,Bouches-du-Rhône,017,Marseille-6,42308,12424,29.37,29884,70.63,2122,5.02,7.1,529,1.25,1.77,27233,64.37,91.13,1,M,MACRON,Emmanuel,14900,35.22,54.71,2,F,LE PEN,Marine,12333,29.15,45.29
13,Bouches-du-Rhône,018,Marseille-7,55347,14524,26.24,40823,73.76,3342,6.04,8.19,917,1.66,2.25,36564,66.06,89.57,1,M,MACRON,Emmanuel,21432,38.72,58.62,2,F,LE PEN,Marine,15132,27.34,41.38
13,Bouches-du-Rhône,019,Marseille-8,45865,14277,31.13,31588,68.87,2161,4.71,6.84,771,1.68,2.44,28656,62.48,90.72,1,M,MACRON,Emmanuel,14972,32.64,52.25,2,F,LE PEN,Marine,13684,29.84,47.75
13,Bouches-du-Rhône,020,Marseille-9,49686,13385,26.94,36301,73.06,2813,5.66,7.75,699,1.41,1.93,32789,65.99,90.33,1,M,MACRON,Emmanuel,21169,42.61,64.56,2,F,LE PEN,Marine,11620,23.39,35.44
13,Bouches-du-Rhône,021,Marseille-10,49083,14145,28.82,34938,71.18,2566,5.23,7.34,763,1.55,2.18,31609,64.4,90.47,1,M,MACRON,Emmanuel,20725,42.22,65.57,2,F,LE PEN,Marine,10884,22.17,34.43
13,Bouches-du-Rhône,022,Marseille-11,40206,11671,29.03,28535,70.97,2104,5.23,7.37,634,1.58,2.22,25797,64.16,90.4,1,M,MACRON,Emmanuel,17907,44.54,69.42,2,F,LE PEN,Marine,7890,19.62,30.58
13,Bouches-du-Rhône,023,Marseille-12,49817,13773,27.65,36044,72.35,2655,5.33,7.37,736,1.48,2.04,32653,65.55,90.59,1,M,MACRON,Emmanuel,23502,47.18,71.98,2,F,LE PEN,Marine,9151,18.37,28.02
13,Bouches-du-Rhône,024,Martigues,47094,12959,27.52,34135,72.48,3384,7.19,9.91,1209,2.57,3.54,29542,62.73,86.54,1,M,MACRON,Emmanuel,15256,32.39,51.64,2,F,LE PEN,Marine,14286,30.34,48.36
13,Bouches-du-Rhône,025,Pélissanne,47188,10384,22.01,36804,77.99,3333,7.06,9.06,1079,2.29,2.93,32392,68.64,88.01,1,M,MACRON,Emmanuel,19506,41.34,60.22,2,F,LE PEN,Marine,12886,27.31,39.78
13,Bouches-du-Rhône,026,Salon-de-Provence-1,51685,11750,22.73,39935,77.27,3663,7.09,9.17,1340,2.59,3.36,34932,67.59,87.47,1,M,MACRON,Emmanuel,18575,35.94,53.17,2,F,LE PEN,Marine,16357,31.65,46.83
